,iteration,epoch,avg_disc_loss,avg_ae_loss,avg_recon_loss,timeT,timeV
1406,46,26,-0.1913,7300.6675,15074.1301,4.9169,0.6542
1407,46,27,-0.2073,7298.0278,15072.3549,4.913,0.6656
1408,46,28,-0.1743,7300.0888,15073.2085,4.9442,0.6484
1409,46,29,-0.1941,7296.5528,15073.5682,4.9545,0.6525
1410,47,0,-0.2195,7292.6678,15047.2004,4.9627,0.6625
1411,47,1,-0.231,7293.5269,15047.827,4.9256,0.6645
1412,47,2,-0.2044,7292.0894,15047.2449,4.8985,0.6561
1413,47,3,-0.1764,7292.6617,15049.1521,4.9226,0.6519
1414,47,4,-0.2273,7291.8815,15048.8238,4.9675,0.6609
1415,47,5,-0.1924,7293.3335,15046.8765,4.9317,0.6594
1416,47,6,-0.202,7292.3134,15048.1154,4.9444,0.6653
1417,47,7,-0.2058,7295.0693,15048.6431,4.9442,0.6511
1418,47,8,-0.2303,7292.909,15048.0163,4.9067,0.6569
1419,47,9,-0.2152,7295.4878,15048.6664,4.8859,0.6605
1420,47,10,-0.2031,7294.8144,15049.1206,4.919,0.6513
1421,47,11,-0.1861,7294.5557,15049.2217,5.0023,0.6532
1422,47,12,-0.2037,7291.6283,15049.739,4.935,0.6511
1423,47,13,-0.2354,7290.6882,15047.8857,4.92,0.6437
1424,47,14,-0.1871,7294.5287,15048.4336,4.9364,0.6398
1425,47,15,-0.1675,7296.1468,15049.1319,4.9129,0.6468
1426,47,16,-0.2292,7294.2344,15048.3344,4.9024,0.654
1427,47,17,-0.1624,7293.6337,15047.6606,4.9202,0.6456
1428,47,18,-0.1745,7291.7466,15047.6416,4.9315,0.6478
1429,47,19,-0.157,7291.8677,15047.9258,4.963,0.6579
1430,47,20,-0.1749,7295.4583,15048.9746,4.9807,0.6513
1431,47,21,-0.1946,7293.7583,15049.125,4.9923,0.6607
1432,47,22,-0.1645,7292.9049,15049.2939,4.9663,0.6856
1433,47,23,-0.1995,7294.8461,15047.876,4.9245,0.6523
1434,47,24,-0.2114,7291.9467,15048.328,4.9397,0.657
1435,47,25,-0.1727,7293.2101,15048.5348,4.9542,0.6671
1436,47,26,-0.1914,7294.7794,15049.1481,4.9108,0.6602
1437,47,27,-0.2071,7292.1161,15048.5718,4.8882,0.6598
1438,47,28,-0.174,7294.1614,15047.9548,4.8845,0.648
1439,47,29,-0.1938,7290.6346,15048.8186,4.8958,0.6549
1440,48,0,-0.225,7371.0445,15209.835,4.9024,0.6572
1441,48,1,-0.2304,7371.9772,15208.9862,4.9488,0.6623
1442,48,2,-0.207,7370.5634,15209.5004,4.9495,0.6558
1443,48,3,-0.179,7371.1095,15208.8225,4.964,0.6533
1444,48,4,-0.2305,7370.3868,15208.5571,4.911,0.6659
1445,48,5,-0.1961,7371.788,15208.5617,4.9005,0.6552
1446,48,6,-0.2002,7370.8281,15208.6134,4.8957,0.6536
1447,48,7,-0.2038,7373.6301,15208.1433,4.8892,0.6629
1448,48,8,-0.2285,7371.4153,15209.51,4.9088,0.659
1449,48,9,-0.2142,7374.0247,15209.11,4.9371,0.6544
1450,48,10,-0.203,7373.3597,15208.6009,4.9484,0.6597
1451,48,11,-0.1855,7373.0744,15210.2881,4.9153,0.6404
1452,48,12,-0.2027,7370.1937,15209.0067,4.7908,0.6276
1453,48,13,-0.2354,7369.2257,15207.6339,4.7918,0.6299
1454,48,14,-0.1866,7373.1047,15209.2204,4.7707,0.6418
1455,48,15,-0.1671,7374.7294,15209.1915,4.7866,0.6224
1456,48,16,-0.229,7372.8057,15208.796,4.7622,0.6299
1457,48,17,-0.1624,7372.1862,15209.4048,4.7775,0.6288
1458,48,18,-0.1748,7370.2595,15209.5259,4.7897,0.6381
1459,48,19,-0.1571,7370.374,15208.7247,4.7879,0.635
1460,48,20,-0.1749,7373.9871,15208.5364,4.7832,0.6396
1461,48,21,-0.1942,7372.2769,15208.784,4.7787,0.6324
1462,48,22,-0.1642,7371.4104,15208.2407,4.7792,0.6408
1463,48,23,-0.1989,7373.3825,15209.0524,4.8242,0.64
1464,48,24,-0.2113,7370.4988,15206.6266,4.8078,0.6303
1465,48,25,-0.1727,7371.7847,15208.8477,4.7935,0.6362
1466,48,26,-0.1914,7373.3378,15209.5186,4.7846,0.6275
1467,48,27,-0.2071,7370.6589,15207.5168,4.8036,0.6348
1468,48,28,-0.1735,7372.697,15209.5493,4.7946,0.6348
1469,48,29,-0.1935,7369.1702,15209.8308,4.8197,0.6362
1470,49,0,-0.2217,7318.6507,15102.6466,4.8199,0.6484
1471,49,1,-0.229,7319.5655,15102.3151,4.8205,0.6364
1472,49,2,-0.2035,7318.1687,15105.3201,4.8226,0.6337
1473,49,3,-0.1765,7318.7278,15104.9146,4.8351,0.6327
1474,49,4,-0.2273,7317.9852,15104.5266,4.8505,0.6446
1475,49,5,-0.1929,7319.3845,15102.6939,4.8394,0.6421
1476,49,6,-0.2013,7318.3856,15103.7555,4.8354,0.6379
1477,49,7,-0.2047,7321.1934,15103.5423,4.8325,0.6372
1478,49,8,-0.2296,7319.0151,15103.8001,4.8202,0.6384
1479,49,9,-0.2148,7321.5894,15103.1416,4.8438,0.6352
1480,49,10,-0.2026,7320.9135,15104.1192,4.8241,0.6359
1481,49,11,-0.1865,7320.6164,15104.6666,4.8478,0.6437
1482,49,12,-0.2036,7317.7409,15102.7825,4.8441,0.6472
1483,49,13,-0.2351,7316.7544,15103.0259,4.8329,0.6431
1484,49,14,-0.1884,7320.6236,15102.3812,4.8264,0.644
1485,49,15,-0.1683,7322.2682,15103.4078,4.8527,0.6497
1486,49,16,-0.2305,7320.3459,15102.4175,4.8433,0.6364
1487,49,17,-0.1642,7319.7459,15102.9192,4.8505,0.6399
1488,49,18,-0.1762,7317.8054,15103.0107,4.8485,0.6491
1489,49,19,-0.1593,7317.9329,15103.4345,4.8483,0.6468
1490,49,20,-0.1763,7321.5208,15104.6892,4.8434,0.6444
1491,49,21,-0.1962,7319.8426,15103.9853,4.8829,0.6566
1492,49,22,-0.1667,7318.9961,15102.8821,4.9403,0.6623
1493,49,23,-0.2012,7320.9312,15103.6786,4.9281,0.6603
1494,49,24,-0.2139,7318.0463,15103.647,4.9206,0.6566
1495,49,25,-0.1729,7319.3309,15103.3407,4.9444,0.6612
1496,49,26,-0.1908,7320.8417,15104.2655,4.9813,0.6559
1497,49,27,-0.2074,7318.2259,15104.413,4.9369,0.6537
1498,49,28,-0.1734,7320.2588,15103.7885,4.9063,0.6605
1499,49,29,-0.194,7316.7212,15105.0447,4.9532,0.6552
1500,50,0,-0.2302,7353.067,15168.8147,4.9467,0.6623
1501,50,1,-0.2344,7354.0126,15169.1721,4.9587,0.661
1502,50,2,-0.2038,7352.6526,15168.9265,4.9919,0.6613
1503,50,3,-0.1758,7353.2324,15170.7672,4.9499,0.6601
1504,50,4,-0.2269,7352.4844,15170.9407,4.9346,0.6712
1505,50,5,-0.1923,7353.9082,15168.7731,4.9425,0.6743
1506,50,6,-0.201,7352.9042,15170.2234,4.9575,0.657
1507,50,7,-0.204,7355.7161,15171.346,4.9528,0.6613
1508,50,8,-0.229,7353.5152,15170.7684,4.933,0.6675
1509,50,9,-0.2145,7356.1061,15169.3706,4.9421,0.6634
1510,50,10,-0.2025,7355.4469,15170.5164,4.967,0.6656
1511,50,11,-0.1859,7355.1535,15170.4704,4.9495,0.6561
1512,50,12,-0.2032,7352.2415,15170.5414,4.9526,0.6583
1513,50,13,-0.2348,7351.264,15170.1921,4.9418,0.6565
1514,50,14,-0.1879,7355.1357,15169.6907,4.9169,0.6636
1515,50,15,-0.1682,7356.7559,15170.7975,4.9549,0.6622
1516,50,16,-0.2304,7354.8467,15169.3263,4.9741,0.6713
1517,50,17,-0.1639,7354.2398,15168.3632,4.9432,0.6579
1518,50,18,-0.176,7352.3224,15170.6798,4.9594,0.6574
1519,50,19,-0.159,7352.4774,15170.5061,4.932,0.6615
1520,50,20,-0.1759,7356.0483,15172.4923,4.9261,0.6654
1521,50,21,-0.1961,7354.3532,15170.9367,4.9016,0.6599
1522,50,22,-0.1664,7353.5185,15170.2657,4.9432,0.6617
1523,50,23,-0.2008,7355.437,15171.5464,4.9837,0.6623
1524,50,24,-0.214,7352.5668,15170.1175,4.9511,0.6681
1525,50,25,-0.1723,7353.8134,15170.2594,4.9337,0.6589
1526,50,26,-0.1904,7355.371,15170.416,4.9443,0.6621
1527,50,27,-0.2068,7352.7398,15170.863,4.9381,0.6654
1528,50,28,-0.1733,7354.7693,15169.6303,4.92,0.65
1529,50,29,-0.1942,7351.2272,15170.5688,4.9265,0.6734
1530,51,0,-0.2213,7353.3716,15173.2142,4.9609,0.6696
1531,51,1,-0.2324,7354.1997,15173.2851,4.9946,0.6716
1532,51,2,-0.2044,7352.7418,15175.0196,5.0151,0.6884
1533,51,3,-0.1771,7353.2665,15175.0397,5.0468,0.6677
1534,51,4,-0.228,7352.5314,15174.2835,4.9817,0.6588
1535,51,5,-0.1941,7353.948,15173.3772,4.9892,0.6662
1536,51,6,-0.2007,7352.9192,15173.7055,4.9716,0.6647
1537,51,7,-0.2046,7355.7455,15174.556,4.9428,0.6597
1538,51,8,-0.2304,7353.5574,15173.5937,4.8843,0.6587
1539,51,9,-0.2152,7356.1235,15173.8588,4.9023,0.6614
1540,51,10,-0.2031,7355.476,15174.0429,4.9197,0.6703
1541,51,11,-0.1859,7355.1595,15174.6814,4.943,0.6557
1542,51,12,-0.2034,7352.2649,15173.5483,4.9488,0.6585
1543,51,13,-0.2357,7351.2676,15173.0572,4.9543,0.6661
1544,51,14,-0.1885,7355.1628,15172.7724,4.9532,0.6573
1545,51,15,-0.1695,7356.7874,15173.4378,4.9615,0.6566
1546,51,16,-0.2319,7354.9018,15174.5214,4.9183,0.6579
1547,51,17,-0.1652,7354.2928,15173.2997,4.9012,0.6628
1548,51,18,-0.1748,7352.361,15173.8534,4.9036,0.6686
1549,51,19,-0.1583,7352.5119,15172.8286,4.9059,0.6607
1550,51,20,-0.1754,7356.0702,15175.1025,4.9014,0.6631
1551,51,21,-0.1951,7354.4132,15174.3125,4.9553,0.6504
1552,51,22,-0.166,7353.5638,15173.7896,4.9601,0.655
1553,51,23,-0.2,7355.5197,15173.2961,4.8972,0.6359
1554,51,24,-0.2132,7352.6172,15173.5286,4.8227,0.6386
1555,51,25,-0.1726,7353.8963,15173.6244,4.7882,0.6311
1556,51,26,-0.1904,7355.3965,15174.273,4.7799,0.6341
1557,51,27,-0.2071,7352.7893,15173.7267,4.7939,0.6376
1558,51,28,-0.1734,7354.811,15175.5911,4.7948,0.624
1559,51,29,-0.1936,7351.2849,15174.7379,4.7776,0.6418
1560,52,0,-0.221,7354.004,15173.1872,4.7922,0.6318
1561,52,1,-0.2331,7354.8676,15172.593,4.802,0.6421
1562,52,2,-0.2053,7353.4146,15172.4483,4.8163,0.6477
1563,52,3,-0.1784,7353.9778,15172.6474,4.7878,0.6341
1564,52,4,-0.2296,7353.1987,15174.4331,4.8252,0.6315
1565,52,5,-0.1941,7354.6443,15172.7962,4.8505,0.6381
1566,52,6,-0.2019,7353.6472,15173.4969,4.8227,0.6394
1567,52,7,-0.2057,7356.452,15174.1393,4.8211,0.6296
1568,52,8,-0.2317,7354.2442,15175.0222,4.8106,0.6339
1569,52,9,-0.2164,7356.8411,15172.4804,4.8063,0.6363
1570,52,10,-0.2041,7356.1766,15173.9344,4.8144,0.6324
1571,52,11,-0.1872,7355.8613,15174.0635,4.8101,0.6373
1572,52,12,-0.2045,7352.955,15174.6797,4.8195,0.6507
1573,52,13,-0.2368,7351.9669,15172.7606,4.8652,0.6524
1574,52,14,-0.1892,7355.8655,15172.1707,4.8202,0.6446
1575,52,15,-0.1686,7357.4774,15174.8597,4.8164,0.6437
1576,52,16,-0.2308,7355.6084,15173.1791,4.829,0.6359
1577,52,17,-0.1643,7354.9957,15172.2053,4.811,0.6325
1578,52,18,-0.1744,7353.0799,15173.643,4.8179,0.6386
1579,52,19,-0.1575,7353.225,15173.135,4.8091,0.641
1580,52,20,-0.1751,7356.7949,15175.2549,4.821,0.6369
1581,52,21,-0.1944,7355.111,15174.9255,4.8133,0.6358
1582,52,22,-0.1657,7354.2729,15173.5481,4.8143,0.6428
1583,52,23,-0.1992,7356.2297,15174.7061,4.8194,0.6307
1584,52,24,-0.2132,7353.3278,15173.2177,4.8231,0.642
1585,52,25,-0.1725,7354.5955,15173.7271,4.8143,0.6375
1586,52,26,-0.1897,7356.0995,15174.7066,4.8183,0.6415
1587,52,27,-0.207,7353.489,15174.3957,4.8174,0.6571
1588,52,28,-0.1732,7355.505,15174.3843,4.8127,0.6327
1589,52,29,-0.1933,7351.9705,15174.1628,4.8251,0.636
1590,53,0,-0.221,7354.0012,15172.059,4.8492,0.6407
1591,53,1,-0.2333,7354.9293,15174.2472,4.8497,0.6455
1592,53,2,-0.206,7353.4508,15173.465,4.8893,0.6589
1593,53,3,-0.1789,7354.025,15172.9948,4.9435,0.6636
1594,53,4,-0.2304,7353.232,15174.2239,4.9436,0.6609
1595,53,5,-0.1942,7354.6761,15172.4382,4.9382,0.6681
1596,53,6,-0.2022,7353.6654,15172.2641,4.9586,0.6598
1597,53,7,-0.2064,7356.4946,15173.7865,4.986,0.6588
1598,53,8,-0.2323,7354.2607,15174.3198,4.9775,0.6513
1599,53,9,-0.2171,7356.8705,15173.328,4.9279,0.6677
1600,53,10,-0.2048,7356.1924,15173.6572,4.9314,0.6626
1601,53,11,-0.188,7355.8631,15173.5436,4.961,0.6681
1602,53,12,-0.2053,7352.9669,15173.9244,4.9497,0.657
1603,53,13,-0.2376,7351.9872,15172.9653,4.9499,0.6712
1604,53,14,-0.1899,7355.875,15173.5638,4.9663,0.6602
1605,53,15,-0.1675,7357.5008,15173.8422,4.9352,0.6628
1606,53,16,-0.2302,7355.645,15172.8069,4.948,0.6658
1607,53,17,-0.1636,7355.0307,15172.6021,4.969,0.6624
1608,53,18,-0.1744,7353.1091,15173.9298,4.9519,0.6678
1609,53,19,-0.1574,7353.2468,15173.7485,4.9418,0.6649
1610,53,20,-0.1754,7356.8285,15175.04,4.9294,0.6754
1611,53,21,-0.194,7355.1521,15171.9189,4.9391,0.6614
1612,53,22,-0.1653,7354.2693,15172.235,4.9858,0.6639
1613,53,23,-0.1989,7356.2414,15173.4396,4.9389,0.6571
1614,53,24,-0.2125,7353.3746,15172.6967,4.934,0.6588
1615,53,25,-0.172,7354.6242,15172.9384,4.9149,0.6583
1616,53,26,-0.1895,7356.1283,15173.8861,4.9502,0.6585
1617,53,27,-0.2067,7353.4637,15173.2217,4.9536,0.6642
1618,53,28,-0.1735,7355.5237,15173.4353,4.9603,0.6651
1619,53,29,-0.1937,7351.9871,15172.1443,4.9572,0.6735
1620,54,0,-0.2228,7354.4048,15169.3282,4.9485,0.6695
1621,54,1,-0.2304,7355.271,15167.9345,4.9496,0.6594
1622,54,2,-0.2046,7353.8474,15169.536,4.9348,0.6601
1623,54,3,-0.1781,7354.4072,15170.0898,4.9496,0.6653
1624,54,4,-0.2293,7353.6199,15168.3895,4.9694,0.6749
1625,54,5,-0.1936,7355.0789,15168.37,4.9838,0.6617
1626,54,6,-0.2021,7354.0763,15169.2653,4.9804,0.6684
1627,54,7,-0.2067,7356.8381,15167.7691,4.9495,0.6688
1628,54,8,-0.2319,7354.6371,15169.6316,4.9471,0.6652
1629,54,9,-0.2173,7357.2487,15168.9974,4.9374,0.6756
1630,54,10,-0.205,7356.5547,15169.6835,4.936,0.6653
1631,54,11,-0.1884,7356.234,15169.6843,4.9486,0.6708
1632,54,12,-0.2054,7353.3325,15167.9735,4.9559,0.6803
1633,54,13,-0.2379,7352.3433,15168.2231,4.9997,0.6803
1634,54,14,-0.1905,7356.2529,15168.3667,5.0014,0.6747
1635,54,15,-0.1689,7357.891,15169.766,5.0113,0.6718
1636,54,16,-0.2317,7356.0102,15168.4588,4.9909,0.6743
1637,54,17,-0.1653,7355.402,15168.102,4.9668,0.6725
1638,54,18,-0.1759,7353.4903,15168.6427,4.972,0.675
1639,54,19,-0.1595,7353.6084,15168.4765,4.972,0.6674
1640,54,20,-0.1769,7357.2097,15169.9124,4.9728,0.6699
1641,54,21,-0.1958,7355.5382,15169.665,4.9627,0.6792
1642,54,22,-0.165,7354.6705,15167.8651,4.9593,0.6693
1643,54,23,-0.1983,7356.6253,15167.9607,4.969,0.6724
1644,54,24,-0.212,7353.7315,15168.8527,4.9765,0.6667
1645,54,25,-0.1723,7355.021,15168.0315,4.9562,0.7014
1646,54,26,-0.1901,7356.528,15169.0656,4.9468,0.6711
1647,54,27,-0.2066,7353.9045,15168.3955,4.9503,0.6672
1648,54,28,-0.1733,7355.8924,15169.5287,4.9586,0.6628
1649,54,29,-0.1936,7352.364,15168.9732,4.9002,0.6757
1650,55,0,-0.226,7428.2543,15322.3023,4.9267,0.6695
1651,55,1,-0.23,7429.1913,15321.6293,4.9057,0.6607
1652,55,2,-0.207,7427.7351,15321.4065,4.9684,0.6674
1653,55,3,-0.1817,7428.3198,15321.8014,4.9925,0.6527
1654,55,4,-0.2326,7427.5569,15321.6215,4.9551,0.6403
1655,55,5,-0.196,7429.0009,15321.8659,4.8991,0.6417
1656,55,6,-0.2049,7428.0149,15321.8141,4.8405,0.6481
1657,55,7,-0.2084,7430.8332,15322.3753,4.8128,0.6354
1658,55,8,-0.23,7428.6347,15323.8178,4.82,0.6421
1659,55,9,-0.2164,7431.233,15322.8288,4.8122,0.6304
1660,55,10,-0.2044,7430.5621,15322.8694,4.8204,0.6326
1661,55,11,-0.1874,7430.2512,15322.3248,4.8109,0.6291
1662,55,12,-0.2041,7427.2998,15321.915,4.8141,0.6471
1663,55,13,-0.2367,7426.3337,15320.8947,4.7986,0.6314
1664,55,14,-0.1895,7430.2652,15321.3337,4.8217,0.6388
1665,55,15,-0.1686,7431.9213,15323.0399,4.8013,0.6378
1666,55,16,-0.2311,7430.05,15321.7969,4.8329,0.6464
1667,55,17,-0.1645,7429.4064,15321.6135,4.8626,0.6316
1668,55,18,-0.1753,7427.498,15322.0273,4.8386,0.6302
1669,55,19,-0.1591,7427.6253,15321.3357,4.846,0.6432
1670,55,20,-0.1764,7431.2427,15322.3023,4.8296,0.6413
1671,55,21,-0.1955,7429.5634,15322.2022,4.8306,0.6373
1672,55,22,-0.1645,7428.6733,15322.1228,4.8502,0.6358
1673,55,23,-0.1984,7430.6264,15321.9593,4.8333,0.6381
1674,55,24,-0.2122,7427.7263,15321.4142,4.8434,0.6404
1675,55,25,-0.1718,7428.9977,15321.275,4.8471,0.6373
1676,55,26,-0.1901,7430.5436,15322.5106,4.8384,0.6258
1677,55,27,-0.2064,7427.8929,15321.48,4.8318,0.6383
1678,55,28,-0.1734,7429.9039,15321.2792,4.8406,0.6379
1679,55,29,-0.1931,7426.371,15322.9973,4.8355,0.6357
1680,56,0,-0.2208,7643.8354,15768.5525,4.8472,0.6451
1681,56,1,-0.2342,7644.7234,15769.3587,4.8484,0.649
1682,56,2,-0.2082,7643.232,15770.9437,4.8502,0.6304
1683,56,3,-0.1813,7643.7995,15770.2759,4.8477,0.6417
1684,56,4,-0.2331,7643.056,15769.6736,4.8502,0.6377
1685,56,5,-0.1954,7644.5317,15769.5742,4.8387,0.6393
1686,56,6,-0.2053,7643.5086,15769.8777,4.8498,0.637
1687,56,7,-0.2088,7646.3651,15771.1009,4.8489,0.6569
1688,56,8,-0.2319,7644.1063,15770.6181,4.85,0.6426
1689,56,9,-0.2172,7646.7506,15771.5195,4.8491,0.6381
1690,56,10,-0.2057,7646.0652,15771.4534,4.8347,0.6535
1691,56,11,-0.1889,7645.7373,15769.8664,4.8438,0.6531
1692,56,12,-0.2052,7642.7702,15769.3612,4.8414,0.6411
1693,56,13,-0.2378,7641.7419,15769.0883,4.8653,0.6433
1694,56,14,-0.188,7645.7533,15769.5322,4.905,0.6474
1695,56,15,-0.1679,7647.4007,15769.397,4.8922,0.6584
1696,56,16,-0.2305,7645.5055,15770.0241,4.8604,0.65
1697,56,17,-0.1636,7644.8733,15768.5656,4.8573,0.6404
1698,56,18,-0.1748,7642.9344,15769.5819,4.849,0.649
1699,56,19,-0.1583,7643.0431,15769.114,4.8465,0.6428
1700,56,20,-0.1758,7646.7306,15770.3346,4.8353,0.6216
1701,56,21,-0.1948,7645.0484,15770.2623,4.719,0.6209
1702,56,22,-0.164,7644.1666,15768.7416,4.757,0.6313
1703,56,23,-0.1981,7646.102,15769.5698,4.7624,0.6171
1704,56,24,-0.2119,7643.1995,15769.263,4.6573,0.5906
1705,56,25,-0.1721,7644.4487,15768.463,4.7711,0.652
1706,56,26,-0.1899,7646.0519,15769.8163,5.1454,0.7899
1707,56,27,-0.2065,7643.3421,15770.6157,4.9527,0.6658
1708,56,28,-0.1731,7645.3885,15769.8229,4.8955,0.6541
1709,56,29,-0.1928,7641.7719,15770.5716,4.8988,0.6671
1710,57,0,-0.2202,7685.881,15840.5685,4.9516,0.6627
1711,57,1,-0.2308,7686.7689,15840.8762,4.9744,0.6699
1712,57,2,-0.2062,7685.3061,15842.4135,4.9392,0.6667
1713,57,3,-0.1788,7685.835,15842.3552,4.9313,0.6571
1714,57,4,-0.2308,7685.0563,15842.6589,4.9264,0.6744
1715,57,5,-0.1941,7686.5542,15841.4825,4.9851,0.6637
1716,57,6,-0.203,7685.5791,15841.576,4.9588,0.6647
1717,57,7,-0.2081,7688.3987,15841.5084,4.9587,0.67
1718,57,8,-0.2323,7686.1628,15842.0949,4.9637,0.6632
1719,57,9,-0.2168,7688.8224,15842.3099,4.9596,0.6683
1720,57,10,-0.2054,7688.1367,15842.7438,4.9423,0.6556
1721,57,11,-0.1896,7687.8041,15842.3748,4.9479,0.6619
1722,57,12,-0.2057,7684.7926,15840.7336,4.9539,0.6716
1723,57,13,-0.2374,7683.7504,15840.6154,4.9686,0.6788
1724,57,14,-0.1895,7687.7398,15841.082,4.9727,0.6735
1725,57,15,-0.1691,7689.4296,15842.0495,4.9446,0.672
1726,57,16,-0.232,7687.5713,15841.2289,4.9466,0.6616
1727,57,17,-0.1655,7686.8739,15840.3742,4.9594,0.663
1728,57,18,-0.1762,7684.9681,15842.0276,4.9734,0.6785
1729,57,19,-0.16,7685.0576,15841.1827,4.9406,0.6777
1730,57,20,-0.1776,7688.7617,15842.5049,4.957,0.6567
1731,57,21,-0.1969,7687.097,15841.9073,4.9454,0.6597
1732,57,22,-0.1668,7686.1903,15840.9019,4.9585,0.6699
1733,57,23,-0.2005,7688.1514,15842.4845,4.9573,0.6628
1734,57,24,-0.2146,7685.2456,15841.0927,4.9847,0.6687
1735,57,25,-0.1749,7686.5149,15840.2024,4.9459,0.658
1736,57,26,-0.1898,7688.0794,15842.0635,4.9584,0.6659
1737,57,27,-0.2067,7685.414,15840.9813,4.959,0.6623
1738,57,28,-0.173,7687.4489,15842.2667,4.9413,0.6666
1739,57,29,-0.1937,7683.8025,15842.0403,4.9203,0.6685
1740,58,0,-0.2191,7553.1412,15566.559,4.9347,0.6723
1741,58,1,-0.2295,7554.0436,15567.9442,4.9578,0.6831
1742,58,2,-0.2053,7552.548,15568.7501,4.9842,0.6625
1743,58,3,-0.1782,7553.0895,15568.5577,4.9294,0.67
1744,58,4,-0.2295,7552.35,15566.3109,4.9639,0.6803
1745,58,5,-0.1939,7553.8227,15567.0264,5.0134,0.6792
1746,58,6,-0.2022,7552.8446,15567.1033,5.0132,0.6727
1747,58,7,-0.2078,7555.6449,15567.604,5.0189,0.6731
1748,58,8,-0.2322,7553.4276,15568.9839,5.0055,0.6711
1749,58,9,-0.2169,7556.0675,15567.7814,4.9612,0.6824
1750,58,10,-0.2055,7555.3615,15568.0588,4.9458,0.6734
1751,58,11,-0.1898,7555.0444,15567.3659,4.978,0.6677
1752,58,12,-0.2059,7552.0743,15567.579,4.9775,0.6728
1753,58,13,-0.2379,7551.0306,15567.7376,4.9329,0.6722
1754,58,14,-0.1903,7555.0292,15566.9674,4.9067,0.6703
1755,58,15,-0.1699,7556.712,15567.5849,4.9363,0.6701
1756,58,16,-0.2332,7554.8099,15567.7182,4.9529,0.6676
1757,58,17,-0.1668,7554.1827,15566.7426,5.026,0.6646
1758,58,18,-0.1776,7552.2693,15566.9783,5.0021,0.6605
1759,58,19,-0.1619,7552.3805,15565.8903,4.9713,0.6698
1760,58,20,-0.1787,7556.0467,15568.7224,4.9252,0.6693
1761,58,21,-0.1981,7554.3965,15567.9797,4.932,0.6594
1762,58,22,-0.1687,7553.521,15567.1126,4.9426,0.6645
1763,58,23,-0.2017,7555.4124,15567.2808,4.9239,0.666
1764,58,24,-0.2163,7552.5512,15566.8766,4.9201,0.6646
1765,58,25,-0.1766,7553.7974,15566.271,4.9743,0.6628
1766,58,26,-0.189,7555.3526,15568.1729,4.978,0.6679
1767,58,27,-0.2067,7552.6674,15567.5654,4.9324,0.6498
1768,58,28,-0.173,7554.7162,15566.6981,4.8951,0.6399
1769,58,29,-0.1942,7551.1134,15568.0981,4.8015,0.6355
1770,59,0,-0.2209,7551.3655,15574.2939,4.8233,0.644
1771,59,1,-0.2317,7552.2341,15574.2472,4.8159,0.6503
1772,59,2,-0.207,7550.7841,15575.5595,4.8155,0.642
1773,59,3,-0.1802,7551.3095,15576.261,4.8217,0.6388
1774,59,4,-0.23,7550.5264,15575.1284,4.8151,0.6486
1775,59,5,-0.1948,7551.982,15574.2883,4.8131,0.6387
1776,59,6,-0.2027,7551.0359,15574.0074,4.8344,0.6421
1777,59,7,-0.2084,7553.8116,15574.786,4.8219,0.6446
1778,59,8,-0.2329,7551.6013,15576.4158,4.8161,0.6404
1779,59,9,-0.2185,7554.2189,15575.1668,4.8286,0.6356
1780,59,10,-0.2069,7553.5181,15574.8716,4.8307,0.6359
1781,59,11,-0.1903,7553.2004,15574.5069,4.8375,0.648
1782,59,12,-0.2059,7550.23,15574.0745,4.8306,0.6408
1783,59,13,-0.2387,7549.1823,15573.5562,4.8241,0.6418
1784,59,14,-0.1909,7553.1688,15573.9299,4.8317,0.6531
1785,59,15,-0.1706,7554.8458,15574.7015,4.8243,0.6475
1786,59,16,-0.2342,7552.9908,15573.8284,4.8289,0.6397
1787,59,17,-0.1679,7552.3224,15573.2141,4.8263,0.644
1788,59,18,-0.1787,7550.4252,15574.4215,4.8233,0.6422
1789,59,19,-0.1629,7550.524,15573.5564,4.8225,0.6488
1790,59,20,-0.1777,7554.1738,15574.8656,4.8166,0.6449
1791,59,21,-0.1967,7552.5216,15574.5785,4.8371,0.6396
1792,59,22,-0.168,7551.6417,15574.5825,4.8231,0.6484
1793,59,23,-0.2004,7553.5787,15574.2288,4.8312,0.6411
1794,59,24,-0.2153,7550.6952,15573.6815,4.8345,0.643
1795,59,25,-0.176,7551.9623,15574.301,4.818,0.6438
1796,59,26,-0.1895,7553.5032,15574.4975,4.8282,0.6431
1797,59,27,-0.2066,7550.8568,15574.7068,4.8339,0.6406
1798,59,28,-0.1731,7552.8793,15574.7258,4.823,0.6621
1799,59,29,-0.1941,7549.2629,15574.7953,4.8424,0.6404
1800,60,0,-0.2193,7551.0586,15561.9993,4.8303,0.6458
1801,60,1,-0.2322,7551.8973,15561.0624,4.8174,0.6384
1802,60,2,-0.2071,7550.3774,15560.8082,4.8239,0.6471
1803,60,3,-0.1806,7550.9126,15560.9141,4.8101,0.6428
1804,60,4,-0.2311,7550.1242,15560.5811,4.8266,0.6417
1805,60,5,-0.1957,7551.5804,15560.8681,4.8199,0.6577
1806,60,6,-0.2029,7550.594,15562.0112,4.8388,0.6428
1807,60,7,-0.2087,7553.3803,15561.0571,4.8808,0.6646
1808,60,8,-0.2332,7551.1789,15561.6577,4.9408,0.6572
1809,60,9,-0.2193,7553.7882,15561.6847,4.9343,0.6836
